"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Modifications"
"False"	"High"	"IsMasterProtein"	"1741"	"1741"	"0.000"	"19.197"	"15"	"3"	"4"	"3"	"1"	"340"	"37.1"	"4.98"	"13.98"	"3"	"0"	"830369.28125"	"2486906.03125"	"208339.850585938"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"787"	"787"	"0.000"	"19.121"	"10"	"2"	"3"	"2"	"1"	"300"	"33.6"	"7.20"	"10.97"	"2"	"0"	"2002732.140625"	"617129.0625"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"2161"	"2161"	"0.000"	"19.114"	"6"	"3"	"5"	"3"	"1"	"899"	"99.7"	"4.42"	"19.42"	"3"	"0"	"947110.15625"	"1279282.375"	"39279.48828125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"887"	"887"	"0.000"	"19.066"	"5"	"2"	"4"	"2"	"1"	"382"	"42.0"	"6.39"	"19.47"	"2"	"0"	"1976051.8125"	"3579088.75"	"12179.20703125"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2099"	"2099"	"0.000"	"19.064"	"20"	"4"	"8"	"4"	"1"	"307"	"33.8"	"5.39"	"13.31"	"4"	"0"	"1047071.4921875"	"4854276.5"	"833612.96875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"261"	"261"	"0.000"	"19.041"	"42"	"2"	"4"	"2"	"1"	"118"	"13.3"	"7.99"	"22.50"	"2"	"0"	"6197808.125"	"9123475"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"2213"	"2213"	"0.000"	"19.030"	"17"	"3"	"4"	"3"	"1"	"263"	"29.2"	"8.59"	"11.60"	"3"	"0"	"2550734"	"4141457.8203125"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"199"	"199"	"0.000"	"18.965"	"10"	"3"	"4"	"3"	"1"	"488"	"55.5"	"6.39"	"15.11"	"3"	"0"	"1408532.390625"	"2350865.828125"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"3562"	"3562"	"0.000"	"18.908"	"13"	"3"	"5"	"3"	"1"	"398"	"45.5"	"6.87"	"24.12"	"3"	"0"	"3302347.09375"	"6753578.375"	"208303.046875"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1697"	"1697"	"0.000"	"18.890"	"11"	"2"	"4"	"2"	"1"	"300"	"34.0"	"4.88"	"15.81"	"2"	"0"	"5216346.5"	"11673898"	"669474.5"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3392"	"3392"	"0.000"	"18.885"	"12"	"3"	"4"	"3"	"1"	"529"	"57.1"	"9.57"	"17.55"	"3"	"0"	"2667952.75"	"5673971"	"35241.09765625"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1857"	"1857"	"0.000"	"18.832"	"20"	"2"	"3"	"2"	"1"	"241"	"26.5"	"5.57"	"16.72"	"2"	"0"	"1147047.75"	"3088559.40625"	""	"Peak Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"891"	"891"	"0.000"	"18.758"	"12"	"4"	"5"	"4"	"1"	"441"	"49.8"	"6.48"	"18.90"	"4"	"0"	"598699.59375"	"4214236.265625"	"14675.26953125"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1836"	"1836"	"0.000"	"18.730"	"8"	"3"	"7"	"3"	"1"	"542"	"59.9"	"8.65"	"19.70"	"3"	"0"	"1203389.609375"	"2237434.8125"	"404488.95703125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2127"	"2127"	"0.000"	"18.730"	"11"	"3"	"7"	"3"	"1"	"283"	"31.1"	"5.44"	"21.05"	"3"	"0"	"22525184.125"	"31126024.875"	"170206.53125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"700"	"700"	"0.000"	"18.720"	"24"	"2"	"5"	"2"	"1"	"102"	"11.4"	"6.55"	"15.99"	"2"	"0"	"4497995.5625"	"9459608.875"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1490"	"1490"	"0.000"	"18.695"	"35"	"2"	"2"	"2"	"1"	"139"	"15.3"	"5.54"	"14.42"	"2"	"0"	"1753871.5625"	"3638610.625"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"471"	"471"	"0.000"	"18.681"	"16"	"3"	"4"	"3"	"1"	"358"	"39.0"	"6.84"	"15.39"	"3"	"0"	""	"4809612"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"3039"	"3039"	"0.000"	"18.655"	"13"	"4"	"7"	"4"	"1"	"373"	"41.4"	"4.64"	"21.00"	"4"	"0"	"1229955.84179688"	"1490900.9375"	"1359170.6640625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"407"	"407"	"0.000"	"18.613"	"31"	"3"	"5"	"3"	"1"	"281"	"28.8"	"4.88"	"25.75"	"3"	"0"	"2767834.375"	"4958518.5"	"157201.650390625"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"111"	"111"	"0.000"	"18.604"	"39"	"4"	"5"	"4"	"1"	"157"	"16.9"	"4.70"	"16.95"	"4"	"0"	"4849325"	"10171305.75"	"149506.78125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"55"	"55"	"0.000"	"18.554"	"16"	"5"	"7"	"5"	"1"	"391"	"44.7"	"5.45"	"19.57"	"5"	"0"	"3601713.21875"	"6443519.0625"	"2453468.15234375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1748"	"1748"	"0.000"	"18.551"	"25"	"2"	"5"	"2"	"1"	"207"	"23.2"	"6.95"	"15.06"	"2"	"0"	"339411.08203125"	"895596.375"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1258"	"1258"	"0.000"	"18.488"	"27"	"3"	"4"	"3"	"1"	"224"	"25.4"	"5.03"	"17.14"	"3"	"0"	"1375066.21875"	"3435753.75"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"3002"	"3002"	"0.000"	"18.460"	"39"	"3"	"3"	"3"	"1"	"154"	"16.8"	"8.65"	"14.72"	"3"	"0"	"1821912.5625"	"5942793.75"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"2531"	"2531"	"0.000"	"18.448"	"25"	"3"	"6"	"3"	"1"	"170"	"17.8"	"9.67"	"22.38"	"3"	"0"	"7319608"	"11955200.5"	"1725978.69140625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1472"	"1472"	"0.000"	"18.430"	"17"	"2"	"5"	"2"	"1"	"270"	"30.4"	"9.22"	"15.72"	"2"	"0"	"821626.62109375"	"1824287.875"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"3508"	"3508"	"0.000"	"18.420"	"17"	"3"	"5"	"3"	"1"	"332"	"36.6"	"7.17"	"24.35"	"3"	"0"	"645840.8125"	"2732468.6875"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"882"	"882"	"0.000"	"18.413"	"11"	"4"	"7"	"4"	"1"	"450"	"48.7"	"5.07"	"21.45"	"4"	"0"	"4402444.3125"	"23299166.0625"	"2694642.5"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2720"	"2720"	"0.000"	"18.369"	"10"	"2"	"3"	"2"	"1"	"591"	"65.0"	"6.99"	"19.94"	"2"	"0"	"1310672.625"	"2912742.25"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1315"	"1315"	"0.000"	"18.245"	"18"	"3"	"4"	"3"	"1"	"398"	"44.1"	"7.49"	"19.39"	"3"	"0"	"516751.1875"	"1066583.171875"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1902"	"1902"	"0.000"	"18.204"	"7"	"2"	"4"	"2"	"1"	"435"	"47.6"	"6.48"	"16.19"	"2"	"0"	"755618.484375"	"2001120.65625"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"879"	"879"	"0.000"	"18.158"	"25"	"3"	"4"	"3"	"1"	"260"	"29.0"	"6.43"	"18.07"	"3"	"0"	"7135216.65625"	"10676137.25"	"733729.875"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"238"	"238"	"0.000"	"18.115"	"10"	"4"	"5"	"4"	"1"	"672"	"74.0"	"4.88"	"14.54"	"4"	"0"	"3607669.84375"	"9206058.875"	"406100.2421875"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"237"	"237"	"0.000"	"18.115"	"10"	"4"	"7"	"4"	"1"	"454"	"51.4"	"5.36"	"19.55"	"4"	"0"	"4562967.125"	"12411602.8125"	"404942.46875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1670"	"1670"	"0.000"	"18.067"	"15"	"3"	"3"	"3"	"1"	"316"	"36.5"	"6.90"	"8.18"	"3"	"0"	"1852318.875"	"4277310.125"	"495405.90625"	"Peak Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"804"	"804"	"0.000"	"18.052"	"12"	"2"	"3"	"2"	"1"	"379"	"42.5"	"6.38"	"16.73"	"2"	"0"	"1369352.125"	"2302628.25"	"157803.875"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2512"	"2512"	"0.000"	"17.993"	"18"	"2"	"3"	"2"	"1"	"214"	"23.7"	"4.50"	"19.46"	"2"	"0"	"958718.5"	"1559018.375"	"401730"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3045"	"3045"	"0.000"	"17.990"	"5"	"2"	"4"	"2"	"1"	"807"	"89.0"	"6.52"	"12.46"	"2"	"0"	"1194291.96875"	"1694283.8125"	"20616.068359375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3390"	"3390"	"0.000"	"17.980"	"17"	"3"	"4"	"3"	"1"	"333"	"36.7"	"6.20"	"10.26"	"3"	"0"	"295030.203125"	"798161.0625"	""	"Peak Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1923"	"1923"	"0.000"	"17.963"	"15"	"2"	"3"	"2"	"1"	"365"	"39.9"	"5.97"	"20.20"	"2"	"0"	"1456704.5625"	"4204571"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"2096"	"2096"	"0.000"	"17.953"	"18"	"3"	"6"	"3"	"1"	"249"	"28.1"	"4.74"	"20.76"	"3"	"0"	"6268525.53125"	"15252910.125"	"402247.71875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1295"	"1295"	"0.000"	"17.937"	"25"	"3"	"4"	"3"	"1"	"161"	"17.0"	"5.60"	"8.75"	"3"	"0"	"227292.734375"	"1283807.59375"	"1169839.890625"	"Peak Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"130"	"130"	"0.000"	"17.899"	"12"	"3"	"4"	"3"	"1"	"381"	"41.4"	"6.09"	"13.13"	"3"	"0"	"991587.4375"	"1933205.625"	"594287.5"	"Peak Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2787"	"2787"	"0.000"	"17.862"	"9"	"3"	"6"	"3"	"1"	"582"	"68.6"	"6.70"	"20.00"	"3"	"0"	"1540962.1875"	"3379356.25"	"45051.36328125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3537"	"3537"	"0.000"	"17.813"	"8"	"2"	"3"	"2"	"1"	"462"	"50.9"	"5.00"	"17.10"	"2"	"0"	"1252257.3125"	"2598041.75"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"2071"	"2071"	"0.000"	"17.795"	"14"	"3"	"5"	"3"	"1"	"409"	"44.0"	"5.27"	"18.18"	"3"	"0"	"2410707.8125"	"7777667.75"	"167470.859375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2704"	"2704"	"0.000"	"17.781"	"20"	"3"	"3"	"3"	"1"	"290"	"32.2"	"4.87"	"14.04"	"3"	"0"	""	"9413438.5"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"558"	"558"	"0.000"	"17.741"	"18"	"3"	"3"	"3"	"1"	"202"	"22.6"	"5.41"	"13.40"	"3"	"0"	"2304019.625"	"4607106"	""	"Peak Found"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"3046"	"3046"	"0.000"	"17.700"	"16"	"4"	"6"	"4"	"1"	"369"	"41.3"	"5.06"	"19.93"	"4"	"0"	"1357049.1875"	"2477931.4375"	"38701.82421875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3229"	"3229"	"0.000"	"17.691"	"13"	"2"	"5"	"2"	"1"	"174"	"18.5"	"6.19"	"24.59"	"2"	"0"	"2612834.875"	"4828310.75"	"68819.8125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"413"	"413"	"0.000"	"17.689"	"13"	"3"	"5"	"3"	"1"	"325"	"36.8"	"7.61"	"18.88"	"3"	"0"	"2049451.625"	"3036248.375"	""	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1532"	"1532"	"0.000"	"17.678"	"12"	"3"	"5"	"3"	"1"	"339"	"37.5"	"6.44"	"18.08"	"3"	"0"	"1095991.03125"	"1715498.984375"	"186045.61328125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1303"	"1303"	"0.000"	"17.547"	"11"	"5"	"6"	"5"	"1"	"616"	"67.7"	"7.14"	"10.37"	"5"	"0"	"3509672.140625"	"7737747.25"	"1602417.54492188"	"Peak Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1722"	"1722"	"0.000"	"17.521"	"36"	"5"	"10"	"5"	"1"	"115"	"12.9"	"9.52"	"25.59"	"5"	"0"	"34089136.2421875"	"71869400.875"	"11771708.046875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3435"	"3435"	"0.000"	"17.508"	"12"	"3"	"3"	"3"	"1"	"340"	"36.6"	"5.03"	"11.22"	"3"	"0"	"968180.5"	"1149402"	"62740.53515625"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2568"	"2568"	"0.000"	"17.470"	"29"	"3"	"3"	"3"	"1"	"192"	"21.9"	"6.21"	"10.74"	"3"	"0"	"57499.50390625"	"295049.21875"	"846368.6875"	"Peak Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"89"	"89"	"0.000"	"17.443"	"6"	"2"	"5"	"2"	"1"	"461"	"52.4"	"6.68"	"16.99"	"2"	"0"	"1363881.484375"	"3233331.5"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1085"	"1085"	"0.000"	"17.431"	"40"	"2"	"4"	"2"	"1"	"116"	"13.1"	"4.46"	"21.49"	"2"	"0"	"1001463.8125"	"1555501"	"1772810.53125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1095"	"1095"	"0.000"	"17.426"	"37"	"4"	"5"	"4"	"1"	"131"	"14.9"	"4.77"	"14.33"	"4"	"0"	"8875404.33447266"	"16192148.9375"	"732926.296875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3539"	"3539"	"0.000"	"17.398"	"30"	"4"	"7"	"4"	"1"	"237"	"27.5"	"5.26"	"26.37"	"4"	"0"	"3323886.09375"	"9693012.75"	"126726.0625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3159"	"3159"	"0.000"	"17.387"	"33"	"4"	"6"	"4"	"1"	"229"	"26.3"	"5.52"	"24.87"	"4"	"0"	"2990539.890625"	"11162265"	"1351027.609375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1146"	"1146"	"0.000"	"17.337"	"15"	"3"	"4"	"3"	"1"	"405"	"45.8"	"5.27"	"19.51"	"3"	"0"	"1893100.1875"	"4257339.875"	"136651.640625"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2843"	"2843"	"0.000"	"17.294"	"15"	"3"	"4"	"3"	"1"	"400"	"42.4"	"6.19"	"17.52"	"3"	"0"	"1407358.65625"	"2036294.625"	"20462.94921875"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3031"	"3031"	"0.000"	"17.293"	"17"	"5"	"6"	"5"	"1"	"468"	"53.5"	"6.65"	"12.68"	"5"	"0"	"71461.90625"	"2400619.625"	"286526.3203125"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2594"	"2594"	"0.000"	"17.288"	"16"	"3"	"5"	"3"	"1"	"370"	"42.3"	"5.47"	"15.56"	"3"	"0"	"1458998.765625"	"5527263.03125"	"233504.421875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3012"	"3012"	"0.000"	"17.257"	"17"	"5"	"8"	"5"	"1"	"247"	"28.3"	"5.35"	"18.61"	"5"	"0"	"10949098.375"	"21403359.125"	"1260638.625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1594"	"1594"	"0.000"	"17.241"	"24"	"2"	"5"	"2"	"1"	"159"	"18.4"	"9.94"	"15.62"	"2"	"0"	"1023384.640625"	"2062473.875"	"18510.84765625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2280"	"2280"	"0.000"	"17.199"	"21"	"3"	"6"	"3"	"1"	"190"	"20.0"	"8.56"	"21.90"	"3"	"0"	"2432508"	"8686139"	"1681893.96875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1149"	"1149"	"0.000"	"17.169"	"6"	"2"	"3"	"2"	"1"	"1038"	"110.8"	"4.69"	"13.68"	"2"	"0"	"110656.3671875"	"290455.25"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1643"	"1643"	"0.000"	"17.144"	"26"	"3"	"5"	"3"	"1"	"177"	"19.6"	"7.43"	"20.63"	"3"	"0"	"920429.8125"	"10016310"	"1838754.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2230"	"2230"	"0.000"	"17.105"	"34"	"4"	"6"	"4"	"1"	"113"	"12.1"	"5.24"	"16.40"	"4"	"0"	"4038699.03125"	"13170658.6875"	"525199.25"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1292"	"1292"	"0.000"	"17.061"	"20"	"3"	"5"	"3"	"1"	"207"	"22.9"	"4.49"	"16.67"	"3"	"0"	"2769815.578125"	"5064025.5"	"2116352.90625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"427"	"427"	"0.000"	"17.042"	"20"	"4"	"8"	"4"	"1"	"347"	"38.2"	"6.25"	"21.61"	"4"	"0"	"2046223.3125"	"6805782.375"	"78118.34375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"937"	"937"	"0.000"	"17.021"	"20"	"3"	"4"	"3"	"1"	"237"	"25.9"	"5.43"	"14.15"	"3"	"0"	"3196498.4375"	"7260000.1875"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1913"	"1913"	"0.000"	"17.010"	"22"	"3"	"5"	"3"	"1"	"223"	"24.1"	"5.08"	"20.87"	"3"	"0"	"1113769.25"	"5927139.375"	"758095.203125"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1778"	"1778"	"0.000"	"17.010"	"14"	"3"	"7"	"3"	"1"	"331"	"38.0"	"5.66"	"27.16"	"3"	"0"	"8342538.375"	"4499018.375"	"774738.625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"393"	"393"	"0.000"	"17.004"	"13"	"2"	"4"	"2"	"1"	"355"	"39.4"	"5.36"	"19.91"	"2"	"0"	"1750780.625"	"2624844.875"	"94643.4921875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1389"	"1389"	"0.000"	"16.941"	"22"	"2"	"2"	"2"	"1"	"214"	"23.9"	"7.37"	"7.65"	"2"	"0"	"466323.25"	"1315194.125"	"100398.6796875"	"Peak Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3348"	"3348"	"0.000"	"16.924"	"23"	"2"	"5"	"2"	"1"	"160"	"17.6"	"5.00"	"23.10"	"2"	"0"	"816795.5625"	"2321020.75"	"538359.125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3313"	"3313"	"0.000"	"16.905"	"17"	"3"	"4"	"3"	"1"	"272"	"29.6"	"5.26"	"19.37"	"3"	"0"	"762158.375"	"3053381.875"	"1798118.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"285"	"285"	"0.000"	"16.888"	"29"	"2"	"4"	"2"	"1"	"97"	"10.8"	"9.47"	"13.75"	"2"	"0"	"1415644.34375"	"1159322.875"	"147890.8125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2446"	"2446"	"0.000"	"16.876"	"23"	"3"	"5"	"3"	"1"	"306"	"33.9"	"9.22"	"20.66"	"3"	"0"	"4388339.25"	"9172192.25"	"278060.3125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"48"	"48"	"0.000"	"16.852"	"36"	"4"	"13"	"4"	"1"	"78"	"9.1"	"11.81"	"23.21"	"4"	"0"	"167029071.492188"	"325358286.25"	"30969330.5"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"894"	"894"	"0.000"	"16.834"	"48"	"4"	"5"	"4"	"1"	"75"	"8.4"	"6.70"	"9.70"	"4"	"0"	""	"1418536.9375"	"2917674.625"	"Not Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3247"	"3247"	"0.000"	"16.822"	"18"	"2"	"2"	"2"	"1"	"326"	"36.1"	"7.61"	"12.16"	"2"	"0"	""	"516946.21875"	""	"Not Found"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"352"	"352"	"0.000"	"16.809"	"5"	"2"	"3"	"2"	"1"	"907"	"98.7"	"7.71"	"17.70"	"2"	"0"	"257006.203125"	"590918.0625"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1252"	"1252"	"0.000"	"16.803"	"28"	"3"	"4"	"3"	"1"	"232"	"25.0"	"5.02"	"16.74"	"3"	"0"	"3098752.75"	"6393311.125"	"48869.2578125"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1391"	"1391"	"0.000"	"16.745"	"61"	"3"	"5"	"3"	"1"	"85"	"9.1"	"7.08"	"18.42"	"3"	"0"	"3734296.9609375"	"3733423.75"	"1558123.5"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2289"	"2289"	"0.000"	"16.741"	"18"	"4"	"7"	"4"	"1"	"270"	"29.6"	"5.30"	"22.23"	"4"	"0"	"4458134.25"	"12706058.75"	"1709677.9375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1941"	"1941"	"0.000"	"16.718"	"22"	"3"	"4"	"3"	"1"	"244"	"27.6"	"5.53"	"15.63"	"3"	"0"	"5453527.8125"	"10181613.375"	"104549.7578125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1052"	"1052"	"0.000"	"16.686"	"27"	"3"	"4"	"3"	"1"	"188"	"20.3"	"5.14"	"18.61"	"3"	"0"	"4132420.1875"	"6737565.625"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1478"	"1478"	"0.000"	"16.657"	"24"	"3"	"4"	"3"	"1"	"266"	"29.1"	"8.10"	"14.96"	"3"	"0"	"1300291.78125"	"2030004.31640625"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"376"	"376"	"0.000"	"16.645"	"14"	"4"	"8"	"4"	"1"	"345"	"38.6"	"5.00"	"22.31"	"4"	"0"	"4123138"	"13929863.65625"	"1486208.5390625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"507"	"507"	"0.000"	"16.593"	"21"	"2"	"2"	"2"	"1"	"211"	"23.0"	"7.97"	"11.71"	"2"	"0"	"444183.5625"	"1075709.84375"	"15369.3974609375"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1494"	"1494"	"0.000"	"16.546"	"17"	"4"	"5"	"4"	"1"	"397"	"44.0"	"9.00"	"10.74"	"4"	"0"	"561371"	"6235451.546875"	"395308.6875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2987"	"2987"	"0.000"	"16.502"	"23"	"3"	"4"	"3"	"1"	"198"	"21.7"	"4.13"	"15.80"	"3"	"0"	"1451579.125"	"4952754"	""	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2806"	"2806"	"0.000"	"16.462"	"22"	"2"	"4"	"2"	"1"	"198"	"21.4"	"4.96"	"23.45"	"2"	"0"	"2195441.5"	"1939348.625"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"2224"	"2224"	"0.000"	"16.365"	"20"	"3"	"3"	"3"	"1"	"241"	"26.3"	"5.16"	"7.30"	"3"	"0"	"888709.3125"	"1951070.5"	"866005.63671875"	"Peak Found"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"3005"	"3005"	"0.000"	"16.333"	"21"	"2"	"2"	"2"	"1"	"198"	"22.3"	"7.56"	"10.88"	"2"	"0"	"4934452.875"	"10860201.75"	"72420.8984375"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"726"	"726"	"0.000"	"16.332"	"20"	"3"	"3"	"3"	"1"	"336"	"36.6"	"5.54"	"13.16"	"3"	"0"	"2122872.5"	"8037999"	"529243.4375"	"Peak Found"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3649"	"3649"	"0.000"	"16.293"	"37"	"3"	"7"	"3"	"1"	"155"	"17.7"	"6.28"	"18.95"	"3"	"0"	"824783.1875"	"1603061.96875"	""	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2438"	"2438"	"0.000"	"16.224"	"4"	"3"	"4"	"3"	"1"	"1356"	"147.2"	"4.84"	"14.52"	"3"	"0"	"396236.4765625"	"1621382.75"	"77635.6953125"	"Peak Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"646"	"646"	"0.000"	"16.201"	"19"	"4"	"5"	"4"	"1"	"286"	"32.6"	"9.20"	"13.24"	"4"	"0"	"1156949.296875"	"1945032.34375"	"536360.74609375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"654"	"654"	"0.000"	"16.195"	"13"	"3"	"5"	"3"	"1"	"486"	"53.1"	"8.75"	"11.75"	"3"	"0"	"1479038.484375"	"5685767.0625"	"53252.65625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3629"	"3629"	"0.000"	"16.112"	"8"	"2"	"3"	"2"	"1"	"455"	"50.0"	"5.88"	"7.29"	"2"	"0"	""	""	""	"Not Found"	"High"	"Not Found"	""
